grupo_id;grupo_descricao;codigo;descricao;soma;valor_empenhado;valor_liquidado;valor_pago;soma_qtde;n;media;media_qtde;desviopadrao;desviopadrao_qtde;soma_grupo;soma_qtde_grupo;n_grupo;media_grupo;media_qtde_grupo;desviopadrao_grupo;desviopadrao_qtde_grupo;padronizacao;padronizacao_qtde;distribuicao_normal;relevancia;criticidade;impacto;probabilidade;risco;relevancia_ai;criticidade_denuncias;criticidade_corregedoria;criticidade_relatorio_auditoria;criticidade_alertaorgao;criticidade_integridade;relevancia_idorc;distribuicao_normal_qtde;distribuicao_normal_qtde_inversa
0511;Elemento Despesa;49;AUXILIO-TRANSPORTE;195282748.60;195282748.60;194235392.09;193057748.09;3872;3872;50434.594163223140;1.00000000000000000000;400660.24593985;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.188;-0.340;0.42544;;;;;;;;;;;;;0.36693;
0511;Elemento Despesa;51;OBRAS E INSTALACOES;436118707.94;436118707.94;385905852.41;402825580.46;1999;1999;218168.438189094547;1.00000000000000000000;885377.18774972;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;0.105;-0.379;0.54181;;;;;;;;;;;;;0.35234;
0511;Elemento Despesa;05;OUTROS BENEFICIOS PREVIDENCIARIOS DO SERVIDOR OU DO MILITAR;47029463.93;47029463.93;31321226.59;19286997.79;527;527;89239.969506641366;1.00000000000000000000;655744.36693811;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.368;-0.410;0.35644;;;;;;;;;;;;;0.34090;
0511;Elemento Despesa;31;PREMIACOES CULTURAIS, ARTISTICAS, CIENTIFICAS, DESPORTIVAS E OUTRAS.;5068273.74;5068273.74;4119506.16;4221540.43;183;183;27695.484918032787;1.00000000000000000000;106563.60740249;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.419;-0.417;0.33761;;;;;;;;;;;;;0.33834;
0511;Elemento Despesa;35;SERVICOS DE CONSULTORIA;5206784.36;5206784.36;11839679.83;9854059.32;122;122;42678.560327868852;1.00000000000000000000;103011.07638187;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.419;-0.419;0.33761;;;;;;;;;;;;;0.33761;
0511;Elemento Despesa;42;AUXILIOS;121679833.87;121679833.87;131020928.44;63215749.36;10985;10985;11076.9079535730541648;1.00000000000000000000;142852.76128750;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.278;-0.189;0.39051;;;;;;;;;;;;;0.42505;
0511;Elemento Despesa;30;MATERIAL DE CONSUMO;687307668.50;687307668.50;512259616.09;290574219.77;84220;84220;8160.8604666350035621;1.00000000000000000000;142880.14565599;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;0.410;1.356;0.65910;;;;;;;;;;;;;0.91245;
0511;Elemento Despesa;52;EQUIPAMENTOS E MATERIAL PERMANENTE;201796275.35;201796275.35;93659670.50;69879522.17;3092;3092;65263.995908796895;1.00000000000000000000;1718582.8177;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.180;-0.356;0.42858;;;;;;;;;;;;;0.36092;
0511;Elemento Despesa;37;LOCACAO DE MAO-DE-OBRA;747162555.80;747162555.80;745265793.92;587227509.50;18407;18407;40591.218329983159;1.00000000000000000000;314529.99638912;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;0.483;-0.033;0.68545;;;;;;;;;;;;;0.48684;
0511;Elemento Despesa;13;OBRIGACOES PATRONAIS;35914316.33;35914316.33;33570162.21;31598288.75;970;970;37025.068381443299;1.00000000000000000000;172849.77016760;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.382;-0.401;0.35123;;;;;;;;;;;;;0.34421;
0511;Elemento Despesa;46;AUXILIO-ALIMENTACAO;582459135.85;582459135.85;584215031.22;585015296.38;1154;1154;504730.620320623917;1.00000000000000000000;1566560.9043;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;0.283;-0.397;0.61141;;;;;;;;;;;;;0.34568;
0511;Elemento Despesa;41;CONTRIBUICOES;3509779399.88;3509779399.88;3396510197.59;3303728262.59;45921;45921;76430.813786285142;1.00000000000000000000;2476932.6096;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;3.842;0.548;0.99994;;;;;;;;;;;;;0.70815;
0511;Elemento Despesa;18;AUXILIO FINANCEIRO A ESTUDANTES;4901833.07;4901833.07;4402371.05;3825593.91;1878;1878;2610.1347550585729499;1.00000000000000000000;20396.54968443;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.420;-0.382;0.33724;;;;;;;;;;;;;0.35123;
0511;Elemento Despesa;08;OUTROS BENEFICIOS ASSISTENCIAIS DO SERVIDOR E DO MILITAR;20840866.95;20840866.95;19845817.61;19577073.70;2244;2244;9287.3738636363636364;1.00000000000000000000;57578.72504149;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.400;-0.374;0.34458;;;;;;;;;;;;;0.35420;
0511;Elemento Despesa;59;PENSOES ESPECIAIS;27953432.55;27953432.55;27983430.54;27975013.54;222;222;125916.362837837838;1.00000000000000000000;549373.72878071;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.392;-0.417;0.34753;;;;;;;;;;;;;0.33834;
0511;Elemento Despesa;14;DIARIAS - CIVIL;26859618.08;26859618.08;28633183.31;30405448.18;16415;16415;1636.2849881206213829;1.00000000000000000000;12900.30834033;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.393;-0.075;0.34716;;;;;;;;;;;;;0.47011;
0511;Elemento Despesa;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;281380951.15;281380951.15;187456704.24;122079418.92;8978;8978;31341.161856760971;1.00000000000000000000;197924.95199014;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.084;-0.232;0.46653;;;;;;;;;;;;;0.40827;
0511;Elemento Despesa;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PESSOA JURIDICA;125908349.48;125908349.48;141136944.16;143826437.30;6204;6204;20294.704945196647;1.00000000000000000000;160666.94028128;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.273;-0.290;0.39243;;;;;;;;;;;;;0.38591;
0511;Elemento Despesa;20;AUXILIO FINANCEIRO A PESQUISADORES;3194966.37;3194966.37;5005250.39;4934896.90;3235;3235;987.6248438948995363;1.00000000000000000000;1497.432648479965;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.422;-0.353;0.33651;;;;;;;;;;;;;0.36204;
0511;Elemento Despesa;33;PASSAGENS E DESPESAS COM LOCOMOCAO;45736419.13;45736419.13;38499628.37;35344810.78;38012;38012;1203.2100160475639272;1.00000000000000000000;18703.18083198;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.370;0.381;0.35569;;;;;;;;;;;;;0.64840;
0511;Elemento Despesa;48;OUTROS AUXILIOS FINANCEIROS A PESSOAS FISICAS;8415229.17;8415229.17;8131953.63;8514305.13;10442;10442;805.9020465428078912;1.00000000000000000000;6962.252293976958;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.415;-0.201;0.33907;;;;;;;;;;;;;0.42035;
0511;Elemento Despesa;47;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;48872240.28;48872240.28;39067309.53;40591544.03;2156;2156;22668.014972170686;1.00000000000000000000;150874.93998617;0;13302928128.00;758527;38;350077056.00000000;19961.236842105263;822473108.9949;47380.17350862;-0.366;-0.376;0.35718;;;;;;;;;;;;;0.35346;
