grupo_id;grupo_descricao;codigo;descricao;soma;valor_empenhado;valor_liquidado;valor_pago;soma_qtde;n;media;media_qtde;desviopadrao;desviopadrao_qtde;soma_grupo;soma_qtde_grupo;n_grupo;media_grupo;media_qtde_grupo;desviopadrao_grupo;desviopadrao_qtde_grupo;padronizacao;padronizacao_qtde;distribuicao_normal;relevancia;criticidade;impacto;probabilidade;risco;relevancia_ai;criticidade_denuncias;criticidade_corregedoria;criticidade_relatorio_auditoria;criticidade_alertaorgao;criticidade_integridade;relevancia_idorc;distribuicao_normal_qtde;distribuicao_normal_qtde_inversa
0514;Fonte Recurso;51;CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO/COMBUSTIVEIS-CIDE;17400000.00;17400000.00;16947949.54;16933813.40;44;44;395454.545454545455;1.00000000000000000000;171321.50250913;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.219;-0.357;0.41333;;;;;;;;;;;;;0.36055;
0514;Fonte Recurso;39;MULTAS PECUNIARIAS E JUROS DE MORA FIXADOS EM SENTENCAS JUDICIAIS;73490.00;73490.00;0.00;0.00;5;5;14698.000000000000;1.00000000000000000000;27876.70023514;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.286;-0.360;0.38744;;;;;;;;;;;;;0.35942;
0514;Fonte Recurso;38;TRANSFERENCIAS DE RECURSOS DA UNIAO VINCULADOS AO ESPORTE;1906127.49;1906127.49;2515676.62;1653473.61;7;7;272303.927142857143;1.00000000000000000000;382941.29240433;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.279;-0.360;0.39012;;;;;;;;;;;;;0.35942;
0514;Fonte Recurso;37;TRANSFERENCIAS DE RECURSOS DA UNIAO VINCULADOS A SAUDE;27345528.48;27345528.48;16390128.96;20876239.30;1322;1322;20684.968593040847;1.00000000000000000000;172265.40186999;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.180;-0.246;0.42858;;;;;;;;;;;;;0.40284;
0514;Fonte Recurso;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;35407252.74;35407252.74;35407252.74;35407252.74;47;47;753345.802978723404;1.00000000000000000000;1387327.9695;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.149;-0.357;0.44078;;;;;;;;;;;;;0.36055;
0514;Fonte Recurso;29;TAXA DE EXPEDIENTE - ADMINISTRACAO DIRETA;7627723.86;7627723.86;6353690.85;5617527.86;144;144;52970.304583333333;1.00000000000000000000;228629.05865889;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.257;-0.348;0.39859;;;;;;;;;;;;;0.36392;
0514;Fonte Recurso;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;24106204.94;24106204.94;16239514.03;15653688.59;728;728;33112.918873626374;1.00000000000000000000;273054.18033290;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.193;-0.297;0.42348;;;;;;;;;;;;;0.38323;
0514;Fonte Recurso;36;TRANSFERENCIAS DE RECURSOS DA UNIAO VINCULADOS A EDUCACAO;19708975.15;19708975.15;38539292.11;35261900.29;21598;21598;912.5370474117973886;1.00000000000000000000;14577.55956398;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.210;1.518;0.41683;;;;;;;;;;;;;0.93549;
0514;Fonte Recurso;61;RECURSOS DIRETAMENTE ARRECADADOS COM VINCULACAO ESPECIFICA;11282641.82;11282641.82;2281234.91;3060744.25;249;249;45311.814538152610;1.00000000000000000000;287163.24778319;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.243;-0.339;0.40400;;;;;;;;;;;;;0.36730;
0514;Fonte Recurso;52;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;1314351.15;1314351.15;1279101.03;849100.77;1121;1121;1172.4809545049063336;1.00000000000000000000;8082.895034205538;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.281;-0.263;0.38936;;;;;;;;;;;;;0.39628;
0514;Fonte Recurso;31;UTILIZACAO DE RECURSOS HIDRICOS;6402766.74;6402766.74;6688036.57;6273300.37;884;884;7242.9488009049773756;1.00000000000000000000;30871.44361858;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.262;-0.284;0.39666;;;;;;;;;;;;;0.38821;
0514;Fonte Recurso;27;TAXA DE SEGURANCA PUBLICA;13121342.00;13121342.00;20952106.93;5037670.21;287;287;45718.961672473868;1.00000000000000000000;384790.83921961;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.235;-0.336;0.40710;;;;;;;;;;;;;0.36844;
0514;Fonte Recurso;70;CONVENIOS COM OS ESTADOS, O DISTRITO FEDERAL, OS MUNICIPIOS, AS INSTITUICOES PRIVADAS E OS ORGANISMO;3068452.66;3068452.66;4585564.99;4989021.29;470;470;6528.6226808510638298;1.00000000000000000000;41563.41179152;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.275;-0.320;0.39166;;;;;;;;;;;;;0.37448;
0514;Fonte Recurso;73;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM A UNIAO E SUAS ENTIDADES.;7370832.38;7370832.38;4464277.84;4707716.46;816;816;9032.8828186274509804;1.00000000000000000000;69295.09177730;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.258;-0.290;0.39820;;;;;;;;;;;;;0.38591;
0514;Fonte Recurso;60;RECURSOS DIRETAMENTE ARRECADADOS;117153294.22;117153294.22;90437572.96;51897359.04;3031;3031;38651.697202243484;1.00000000000000000000;415780.92292647;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;0.170;-0.097;0.56749;;;;;;;;;;;;;0.46136;
0514;Fonte Recurso;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;78860219.18;78860219.18;111865386.24;116199780.76;33790;33790;2333.8330624445102101;1.00000000000000000000;14454.29382904;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;0.021;2.578;0.50838;;;;;;;;;;;;;0.99503;
0514;Fonte Recurso;50;CONTRIBUICAO DO SERVIDOR DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;216385400.08;216385400.08;112794191.71;80427746.96;3221;3221;67179.571586463831;1.00000000000000000000;351629.18076765;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;0.557;-0.081;0.71124;;;;;;;;;;;;;0.46772;
0514;Fonte Recurso;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;105289953.06;105289953.06;11756940.83;26747844.13;3670;3670;28689.360506811989;1.00000000000000000000;117779.44731242;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;0.124;-0.042;0.54934;;;;;;;;;;;;;0.48325;
0514;Fonte Recurso;49;CONTRIBUICAO PATRONAL DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;179765533.03;179765533.03;154294439.12;145858767.11;3751;3751;47924.695555851773;1.00000000000000000000;895618.21179942;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;0.414;-0.035;0.66056;;;;;;;;;;;;;0.48604;
0514;Fonte Recurso;10;RECURSOS ORDINARIOS;1539382310.44;1539382310.44;1149145849.33;1011147559.67;59436;59436;25899.830244969379;1.00000000000000000000;1177378.0264;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;5.712;4.809;1.00000;;;;;;;;;;;;;1.00000;
0514;Fonte Recurso;53;TAXA DE INCENDIO;3771565.01;3771565.01;2550405.58;1564187.62;4103;4103;919.2213039239580795;1.00000000000000000000;10003.96668777;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.272;-0.004;0.39281;;;;;;;;;;;;;0.49840;
0514;Fonte Recurso;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;32030.00;32030.00;32030.00;32030.00;1;1;32030.000000000000;1.00000000000000000000;0;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.286;-0.361;0.38744;;;;;;;;;;;;;0.35905;
0514;Fonte Recurso;59;OUTROS RECURSOS VINCULADOS;24719.24;24719.24;25283.24;564.00;3;3;8239.7466666666666667;1.00000000000000000000;11652.76148652;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.286;-0.361;0.38744;;;;;;;;;;;;;0.35905;
0514;Fonte Recurso;25;OPERACOES DE CREDITO CONTRATUAIS;5500000.00;5500000.00;0.00;0.00;2;2;2750000.000000000000;1.00000000000000000000;2250000.0000;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.265;-0.361;0.39550;;;;;;;;;;;;;0.35905;
0514;Fonte Recurso;91;TAXA DE EXPEDIENTE - ADMINISTRACAO INDIRETA;7226299.15;7226299.15;5658724.24;4483027.44;1319;1319;5478.6195223654283548;1.00000000000000000000;52903.01512474;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.258;-0.246;0.39820;;;;;;;;;;;;;0.40284;
0514;Fonte Recurso;92;TRANSFERENCIAS DE RECURSOS DA UNIAO VINCULADOS A SAUDE - BLOCO DE CUSTEIO;96260569.35;96260569.35;97796417.87;97100140.78;4093;4093;23518.340911311996;1.00000000000000000000;155958.26519815;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;0.089;-0.005;0.53546;;;;;;;;;;;;;0.49801;
0514;Fonte Recurso;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;2098537.52;2098537.52;79950.35;353177.77;11;11;190776.138181818182;1.00000000000000000000;237899.64109201;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.278;-0.360;0.39051;;;;;;;;;;;;;0.35942;
0514;Fonte Recurso;57;TRANSFERENCIAS DE RECURSOS DA UNIAO POR MEIO DE PORTARIA;-2513.29;-2513.29;247500.00;0.00;5;5;-502.6580000000000000;1.00000000000000000000;1053508.4096;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.287;-0.360;0.38706;;;;;;;;;;;;;0.35942;
0514;Fonte Recurso;58;RECURSOS PARA COBERTURA DO DEFICIT ATUARIAL DO RPPS;0.00;0.00;71582.16;71582.16;5;5;0.00000000000000000000;1.00000000000000000000;0;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.287;-0.360;0.38706;;;;;;;;;;;;;0.35942;
0514;Fonte Recurso;82;NOTIFICACAO DE INFRACAO DE TRANSITO ESTADO;20323902.62;20323902.62;15314457.92;2954575.82;20;20;1016195.131000000000;1.00000000000000000000;3131168.4829;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.207;-0.359;0.41800;;;;;;;;;;;;;0.35980;
0514;Fonte Recurso;32;EXPLORACAO DE RECURSOS MINERAIS;-133229.28;-133229.28;2721210.44;326.98;37;37;-3600.7913513513513514;1.00000000000000000000;191000.53588562;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.287;-0.358;0.38706;;;;;;;;;;;;;0.36017;
0514;Fonte Recurso;74;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM OS ESTADOS, O DISTRITO FEDERAL, OS MUNICIPIOS, AS INSTITUI;2967843.11;2967843.11;2962759.92;3473482.23;32;32;92745.097187500000;1.00000000000000000000;120147.03371871;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.275;-0.358;0.39166;;;;;;;;;;;;;0.36017;
0514;Fonte Recurso;56;TRANSFERENCIAS DE RECURSOS DA UNIAO VINCULADOS A ASSISTENCIA SOCIAL;86931.17;86931.17;80955.19;85221.66;65;65;1337.4026153846153846;1.00000000000000000000;2200.910362235994;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.286;-0.355;0.38744;;;;;;;;;;;;;0.36129;
0514;Fonte Recurso;83;NOTIFICACAO DE INFRACAO DE TRANSITO FUNTRANS;21098495.82;21098495.82;14805944.56;17286847.33;337;337;62606.812522255193;1.00000000000000000000;248701.37570866;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.204;-0.331;0.41918;;;;;;;;;;;;;0.37032;
0514;Fonte Recurso;95;RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS;1367786.68;1367786.68;1098585.65;1163496.41;533;533;2566.2039024390243902;1.00000000000000000000;20714.70173399;0;2573595336.52;145187;35;73531295.329142857143;4148.2000000000000000;256604410.3192;11497.59666266;-0.281;-0.314;0.38936;;;;;;;;;;;;;0.37676;
